     16 asciifile-10.dat:/
     19 asciifile-10.dat:+
     15 asciifile-10.dat:0
     10 asciifile-10.dat:1
     13 asciifile-10.dat:2
     18 asciifile-10.dat:3
     12 asciifile-10.dat:4
     20 asciifile-10.dat:5
     14 asciifile-10.dat:6
     17 asciifile-10.dat:7
     13 asciifile-10.dat:8
     13 asciifile-10.dat:9
     18 asciifile-10.dat:a
     29 asciifile-10.dat:A
     19 asciifile-10.dat:b
     11 asciifile-10.dat:B
     15 asciifile-10.dat:c
      5 asciifile-10.dat:C
     15 asciifile-10.dat:d
     19 asciifile-10.dat:D
     22 asciifile-10.dat:e
     17 asciifile-10.dat:E
     11 asciifile-10.dat:f
     15 asciifile-10.dat:F
     11 asciifile-10.dat:g
     17 asciifile-10.dat:G
     20 asciifile-10.dat:h
     23 asciifile-10.dat:H
     14 asciifile-10.dat:i
     20 asciifile-10.dat:I
      9 asciifile-10.dat:j
     13 asciifile-10.dat:J
     12 asciifile-10.dat:k
     19 asciifile-10.dat:K
     15 asciifile-10.dat:l
     12 asciifile-10.dat:L
     18 asciifile-10.dat:m
     13 asciifile-10.dat:M
     15 asciifile-10.dat:n
     11 asciifile-10.dat:N
     14 asciifile-10.dat:o
     11 asciifile-10.dat:O
     15 asciifile-10.dat:p
     21 asciifile-10.dat:P
      7 asciifile-10.dat:q
     14 asciifile-10.dat:Q
     19 asciifile-10.dat:r
     16 asciifile-10.dat:R
     13 asciifile-10.dat:s
     19 asciifile-10.dat:S
     17 asciifile-10.dat:t
     14 asciifile-10.dat:T
     18 asciifile-10.dat:u
     20 asciifile-10.dat:U
     19 asciifile-10.dat:v
     11 asciifile-10.dat:V
     20 asciifile-10.dat:w
     16 asciifile-10.dat:W
     12 asciifile-10.dat:x
     11 asciifile-10.dat:X
     20 asciifile-10.dat:y
     16 asciifile-10.dat:Y
     13 asciifile-10.dat:z
     14 asciifile-10.dat:Z
     17 asciifile-11.dat:/
     22 asciifile-11.dat:+
     13 asciifile-11.dat:0
     16 asciifile-11.dat:1
     12 asciifile-11.dat:2
     12 asciifile-11.dat:3
     11 asciifile-11.dat:4
     22 asciifile-11.dat:5
     23 asciifile-11.dat:6
     21 asciifile-11.dat:7
     15 asciifile-11.dat:8
     15 asciifile-11.dat:9
     12 asciifile-11.dat:a
     16 asciifile-11.dat:A
     16 asciifile-11.dat:b
     20 asciifile-11.dat:B
     14 asciifile-11.dat:c
     19 asciifile-11.dat:C
     12 asciifile-11.dat:d
     15 asciifile-11.dat:D
      9 asciifile-11.dat:e
     14 asciifile-11.dat:E
     11 asciifile-11.dat:f
     12 asciifile-11.dat:F
     14 asciifile-11.dat:g
     22 asciifile-11.dat:G
     17 asciifile-11.dat:h
     14 asciifile-11.dat:H
      9 asciifile-11.dat:i
     14 asciifile-11.dat:I
      9 asciifile-11.dat:j
     12 asciifile-11.dat:J
     21 asciifile-11.dat:k
